"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EJMHMXQG","journalArticle","2025","Zhang, Shen; Ning, Bin; Yan, Guangyao; Liu, Xinzhe; Jiang, Weixiong; Ha, Yajun","QuantTPM: Efficient Mixed-Precision Quantization Framework for Tractable Probabilistic Models","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","0278-0070, 1937-4151","10.1109/TCAD.2025.3543424","https://ieeexplore.ieee.org/document/10891740/","","2025-09","2025-11-21 08:10:33","2025-11-21 08:10:33","2025-11-21 08:10:33","3504-3517","","9","44","","IEEE Trans. Comput.-Aided Des. Integr. Circuits Syst.","QuantTPM","","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPEINHEJ","conferencePaper","2024","Gopalan, Sathyanarayanan; V, Vijay; Kalyanaraman, Sreenidhi; Raj, Daniel Joseph; V, Sneha; Thomas, Anto N","Leveraging LLMs for Context-Aware Process Mining and Analysis on Multi-Source Data","2024 IEEE 8th International Conference on Information and Communication Technology (CICT)","979-8-3315-3153-9","","10.1109/CICT64037.2024.10899487","https://ieeexplore.ieee.org/document/10899487/","","2024-12-06","2025-11-21 08:10:34","2025-11-21 08:10:34","2025-11-21 08:10:34","1-6","","","","","","","","","","","IEEE","Prayagraj UP, India","","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 8th International Conference on Information and Communication Technology (CICT)","","","","","","","","","","","","","","",""
"46MUWZWJ","bookSection","2025","Pehlivan, Selen; Hyvärinen, Santeri","Prompting to Gather Object Categories in NeRF Scenes Related to Manufacturing","Advances in Artificial Intelligence in Manufacturing II","978-3-031-86488-9 978-3-031-86489-6","","","https://link.springer.com/10.1007/978-3-031-86489-6_25","Abstract             Despite the effectiveness of closed-set object detectors, recent advancements have introduced zero-shot detectors that can recognize a wide range of object categories across different environments. These detectors rely on text prompts, such as object tags. This study explores using multimodal large language models (MLLMs) to gather and refine object information from NeRF scenes into tags. We propose a training-free pipeline for extracting object-specific details, such as category, color, material, and functionality, from 3D scenes via prompting. Subsequently, we investigate how to apply the object tagging problem to NeRF-reconstructed scenes, particularly in a manufacturing context. This pipeline is evaluated in manufacturing environments for object recognition, with the resulting categories serving as inputs for zero-shot object detection and other tasks.","2025","2025-11-21 08:10:34","2025-11-21 08:10:34","2025-11-21 08:10:34","242-250","","","","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Mechanical Engineering DOI: 10.1007/978-3-031-86489-6_25","","","","","","Alexopoulos, Kosmas; Makris, Sotiris; Stavropoulos, Panagiotis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KY3V28YY","journalArticle","2025","Gao, Xindan; Ba, Xinyi; Xing, Jian; Liu, Ying","Privacy-Preserving Information Extraction for Ethical Case Studies in Machine Learning Using ChatGLM-LtMP","Electronics","","2079-9292","10.3390/electronics14071352","https://www.mdpi.com/2079-9292/14/7/1352","Ensuring privacy protection in machine learning is crucial for handling sensitive information, particularly in ethical case studies within computer engineering. Traditional information extraction methods often expose private data to risks such as membership inference and reconstruction attacks, compromising confidentiality. To address these concerns, we propose ChatGLM-LtMP, a privacy-preserving information extraction framework that integrates Least-to-Most Prompting and P-Tuning v2 for structured and secure data retrieval. By employing controlled prompting mechanisms, our approach minimizes data exposure while maintaining high accuracy (93.71%), outperforming baseline models. Additionally, we construct a knowledge graph using the Neo4j 4.4 database and integrate LangChain 0.2 for case-based intelligent question answering. This framework enables secure and interpretable extraction of ethical case data, making it suitable for applications in sensitive machine learning scenarios. The proposed method advances information extraction, safeguarding sensitive ethical cases from potential attacks in automated learning environments.","2025-03-28","2025-11-21 08:10:35","2025-11-21 08:10:35","2025-11-21 08:10:35","1352","","7","14","","Electronics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZAHI8MZ","journalArticle","2025","Li, Ren; Chen, Yu; Zhang, Hongyi; Yang, Jianxi; Xiao, Qiao; Jiang, Shixin","A Question‐Aware Few‐Shot Text‐to‐SQL Neural Model for Industrial Databases","International Journal of Intelligent Systems","","0884-8173, 1098-111X","10.1155/int/8124797","https://onlinelibrary.wiley.com/doi/10.1155/int/8124797","Intelligent question answering over industrial databases is a challenging task due to the multicolumn context and complex questions. The existing methods need to be improved in terms of SQL generation accuracy. In this paper, we propose a question‐aware few‐shot Text‐to‐SQL approach based on the SDCUP pretrained model. Specifically, an attention‐based filtering approach is proposed to reduce the redundant information from multiple columns in the industrial database scenario. We further propose an operator semantics enhancement method to improve the ability of identifying complex conditions in queries. Experimental results on the industrial benchmarks in the fields of electric energy and structural inspection show that the proposed model outperforms the baseline models across all few‐shot settings.","2025-01","2025-11-21 08:10:36","2025-11-21 08:10:36","2025-11-21 08:10:36","8124797","","1","2025","","International Journal of Intelligent Systems","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","Hošovský, Alexander","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XBMFKPPY","journalArticle","2025","Wang, Hao; Xue, Shuqi; Zhang, Hongbo; Wang, Chunhui; Fu, Yan","A Human–Robot Team Knowledge-Enhanced Large Language Model for Fault Analysis in Lunar Surface Exploration","Aerospace","","2226-4310","10.3390/aerospace12040325","https://www.mdpi.com/2226-4310/12/4/325","Human–robot collaboration for lunar surface exploration requires high safety standards and tedious operational procedures. This process generates extensive task-related data, including various types of faults and influencing factors. However, these data are characteristic of multi-dimensional, time series, and intertwined. Also, prolonged tasks and multi-factor data coupling pose significant challenges for astronauts in achieving safe and efficient fault localization and resolution. In this paper, we propose a method to enhance the base large language models (LLMs) by embedding knowledge graphs (KGs) of lunar surface exploration, thereby assisting astronauts in reasoning about faults during the exploration process. A multi-round dialog dataset is constructed through the knowledge subgraph embedded in the request analysis process. The LLM is fine-tuned using the p-tuning method to develop a specialized LLM suitable for lunar surface exploration. With reference to the situational awareness (SA) theory, multi-level prompts are designed to facilitate multi-round dialogues and aid decision-making. A case study shows that our proposed model exhibits greater expertise and reliability in responding to lunar surface exploration tasks than classical commercial models, such as ChatGPT and GPT-4. The results indicate that our method provides a reliable and efficient aid for astronauts in fault analysis during lunar surface exploration.","2025-04-10","2025-11-21 08:10:37","2025-11-21 08:10:37","2025-11-21 08:10:37","325","","4","12","","Aerospace","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJDKBANU","conferencePaper","2024","Cai, Linyue; Kang, Yongqi; Yu, Chaojia; Fu, Yu; Zhang, Heng; Zhao, Yong","Bringing Two Worlds Together: The Convergence of Large Language Models and Knowledge Graphs","2024 3rd International Conference on Automation, Robotics and Computer Engineering (ICARCE)","979-8-3315-2950-5","","10.1109/ICARCE63054.2024.00046","https://ieeexplore.ieee.org/document/10973434/","","2024-12-17","2025-11-21 08:10:37","2025-11-21 08:10:37","2025-11-21 08:10:37","207-216","","","","","","Bringing Two Worlds Together","","","","","IEEE","China","","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 3rd International Conference on Automation, Robotics and Computer Engineering (ICARCE)","","","","","","","","","","","","","","",""
"6TWQ6MVA","bookSection","2025","Kaftan, Patrick; Lanquillon, Carsten; Stache, Nicolaj C.","AI-Supported Root Cause Analysis in Automotive Quality Problem Solving: A Cross Domain Literature Review","Artificial Intelligence in HCI","978-3-031-93414-8 978-3-031-93415-5","","","https://link.springer.com/10.1007/978-3-031-93415-5_11","","2025","2025-11-21 08:10:38","2025-11-21 08:10:38","2025-11-21 08:10:38","177-197","","","15820","","","AI-Supported Root Cause Analysis in Automotive Quality Problem Solving","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-031-93415-5_11","","","","","","Degen, Helmut; Ntoa, Stavroula","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPCIECLR","journalArticle","2025","Tang, Lun; Kou, Enqiao; Wang, Weili; Chen, Qianbin","A Root Cause Analysis Framework for IoT Based on Dynamic Causal Graphs Assisted by LLMs","IEEE Internet of Things Journal","","2327-4662, 2372-2541","10.1109/JIOT.2025.3578512","https://ieeexplore.ieee.org/document/11029445/","","2025-08-15","2025-11-21 08:10:39","2025-11-21 08:10:39","2025-11-21 08:10:39","34563-34581","","16","12","","IEEE Internet Things J.","","","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEUST45L","journalArticle","2025","Pei, Fengque; Lin, Yaojie; Liu, Jianhua; Zhuang, Cunbo; Zhai, Sikuan","A Knowledge Push Method of Complex Product Assembly Process Design Based on Distillation Model-Based Dynamically Enhanced Graph and Bayesian Network","Chinese Journal of Mechanical Engineering","","2192-8258","10.1186/s10033-025-01275-x","https://cjme.springeropen.com/articles/10.1186/s10033-025-01275-x","Abstract             Under the paradigm of Industry 5.0, intelligent manufacturing transcends mere efficiency enhancement by emphasizing human-machine collaboration, where human expertise plays a central role in assembly processes. Despite advancements in intelligent and digital technologies, assembly process design still heavily relies on manual knowledge reuse, and inefficiencies and inconsistent quality in process documentation are caused. To address the aforementioned issues, this paper proposes a knowledge push method of complex product assembly process design based on distillation model-based dynamically enhanced graph and Bayesian network. First, an initial knowledge graph is constructed using a BERT-BiLSTM-CRF model trained with integrated human expertise and a fine-tuned large language model. Then, a confidence-based dynamic weighted fusion strategy is employed to achieve dynamic incremental construction of the knowledge graph with low resource consumption. Subsequently, a Bayesian network model is constructed based on the relationships between assembly components, assembly features, and operations. Bayesian network reasoning is used to push assembly process knowledge under different design requirements. Finally, the feasibility of the Bayesian network construction method and the effectiveness of Bayesian network reasoning are verified through a specific example, significantly improving the utilization of assembly process knowledge and the efficiency of assembly process design.","2025-06-20","2025-11-21 08:10:39","2025-11-21 08:10:39","2025-11-21 08:10:39","101","","1","38","","Chin. J. Mech. Eng.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CD5S93GC","preprint","2025","Li, Hao; Ren, Wenxiang; Li, Hao; Feng, Xingzhi; Wang, Yongle; Yan, Zongkui; Huang, Sihan; Ji, Shuo; Guo, Weifei; Liu, Hesong","Human-Machine Interactive Virtual-Physical Safety Training Method for Manufacturing Workshops Combining Machine Vision and Large Language Model","","","","10.2139/ssrn.5379237","https://www.ssrn.com/abstract=5379237","","2025","2025-11-21 08:10:40","2025-11-21 08:10:40","2025-11-21 08:10:40","","","","","","","","","","","","SSRN","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCJJ3WPV","journalArticle","2025","Mecheri, Chakib; Nguyen, Nhan Quy; Ouazene, Yassine; Yalaoui, Farouk; Scaglia, Thierry","Critical factor identification for quality improvement in multi-stage manufacturing: a textile industry case study","Production & Manufacturing Research","","2169-3277","10.1080/21693277.2025.2542175","https://www.tandfonline.com/doi/full/10.1080/21693277.2025.2542175","","2025-12-31","2025-11-21 08:10:41","2025-11-21 08:10:41","2025-11-21 08:10:41","2542175","","1","13","","Production & Manufacturing Research","Critical factor identification for quality improvement in multi-stage manufacturing","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAQKGAZR","journalArticle","2025","Liu, Ronghui; Ren, Hao; Ren, Haojie; Rui, Wu; Cui, Wei; Liang, Xiaojun; Yang, Chunhua; Gui, Weihua","Knowledge Enhanced Industrial Question-Answering Using Large Language Models","Engineering","","20958099","10.1016/j.eng.2025.07.035","https://linkinghub.elsevier.com/retrieve/pii/S2095809925004527","","2025-08","2025-11-21 08:10:41","2025-11-21 08:10:41","2025-11-21 08:10:41","S2095809925004527","","","","","Engineering","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SLT528M","journalArticle","2026","Shi, Dachuan; Meyer, Olga; Fan, Zhi; Wang, Hao; Bauernhansl, Thomas","Cognitive digital twins for capability matching toward reconfigurable manufacturing: Leveraging asset administration shells and large language models","Robotics and Computer-Integrated Manufacturing","","07365845","10.1016/j.rcim.2025.103105","https://linkinghub.elsevier.com/retrieve/pii/S0736584525001590","","2026-02","2025-11-21 08:10:42","2025-11-21 08:10:42","2025-11-21 08:10:42","103105","","","97","","Robotics and Computer-Integrated Manufacturing","Cognitive digital twins for capability matching toward reconfigurable manufacturing","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8CD67CQ","journalArticle","2025","Lin, Qiangqiang; Zhou, Jinzhu; Liu, Yupan; Fan, Guozhuang","A Novel DMK Fusion Model for Full-Cycle Data and Its Application in Electronic Equipment","IEEE Sensors Journal","","1530-437X, 1558-1748, 2379-9153","10.1109/JSEN.2025.3598018","https://ieeexplore.ieee.org/document/11128960/","","2025-10-01","2025-11-21 08:10:43","2025-11-21 08:10:43","2025-11-21 08:10:43","36303-36315","","19","25","","IEEE Sensors J.","","","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5VGDLFQ","journalArticle","2025","Chen, Guanyu; Song, Tao; Wang, Quanyu; Ma, Zheng; Hu, Jun; Li, Qi; Wu, Chunming","Knowledge graph and large language model integration with focus on educational applications: A survey","Neurocomputing","","09252312","10.1016/j.neucom.2025.131230","https://linkinghub.elsevier.com/retrieve/pii/S0925231225019022","","2025-11","2025-11-21 08:10:44","2025-11-21 08:10:44","2025-11-21 08:10:44","131230","","","654","","Neurocomputing","Knowledge graph and large language model integration with focus on educational applications","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TP732WWH","journalArticle","2025","Lou, Shanhe; Tan, Runjia; Zhou, Yanxin; Zhao, Ziyue; Zhang, Yiran; Lv, Chen","Large language model-enabled cognitive agent for self-aware manufacturing","Journal of Manufacturing Systems","","02786125","10.1016/j.jmsy.2025.08.015","https://linkinghub.elsevier.com/retrieve/pii/S0278612525002122","","2025-10","2025-11-21 08:10:44","2025-11-21 08:10:44","2025-11-21 08:10:44","1213-1226","","","82","","Journal of Manufacturing Systems","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YX2F7MZR","journalArticle","2025","Chen, Jianguo; Wang, Yu; Guo, Dongxu; Liu, Zhiyong; Wang, Yiduo; Li, Suran; Xu, Wendong; Qian, Linglong; Shen, Yifan; Sun, Tao; Han, Xuebing; Ouyang, Minggao; Zheng, Yuejiu","Advancing battery research through large language models: A review","The Innovation","","26666758","10.1016/j.xinn.2025.101091","https://linkinghub.elsevier.com/retrieve/pii/S2666675825002942","","2025-09","2025-11-21 08:10:45","2025-11-21 08:10:45","2025-11-21 08:10:45","101091","","","","","The Innovation","Advancing battery research through large language models","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L7RNQCC3","journalArticle","2025","Moenks, Norbert; Penava, Pascal; Buettner, Ricardo","A Systematic Literature Review of Large Language Model Applications in Industry","IEEE Access","","2169-3536","10.1109/ACCESS.2025.3608650","https://ieeexplore.ieee.org/document/11155093/","","2025","2025-11-21 08:10:46","2025-11-21 08:10:46","2025-11-21 08:10:46","160010-160033","","","13","","IEEE Access","","","","","","","","","https://creativecommons.org/licenses/by/4.0/legalcode","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5INTP5A","journalArticle","2025","Zhao, Jiancheng; Zhao, Chunhui; Yue, Jiaqi","Align knowledge with time-series: Cross-modal domain knowledge activation for LLM-enabled zero-shot fault diagnosis","Journal of Process Control","","09591524","10.1016/j.jprocont.2025.103534","https://linkinghub.elsevier.com/retrieve/pii/S0959152425001623","","2025-11","2025-11-21 08:10:47","2025-11-21 08:10:47","2025-11-21 08:10:47","103534","","","155","","Journal of Process Control","Align knowledge with time-series","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXQFXQPU","journalArticle","2025","Zhang, Zhiwei; Wei, Chengbin; Zhang, Weimin; Wen, Long","A new large model with multi-scale feature fusion for fault diagnosis based on unified time series model","Applied Soft Computing","","15684946","10.1016/j.asoc.2025.113941","https://linkinghub.elsevier.com/retrieve/pii/S1568494625012542","","2025-12","2025-11-21 08:10:47","2025-11-21 08:10:47","2025-11-21 08:10:47","113941","","","185","","Applied Soft Computing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMUAINM3","journalArticle","2025","Qiu, Zijin; Liu, Jiepeng; Wu, Yantao; Liu, Pengkun; Qi, Hongtuo; Liang, Haobo; Xia, Yi","LLM-based framework for automated and customized floor plan design","Automation in Construction","","09265805","10.1016/j.autcon.2025.106512","https://linkinghub.elsevier.com/retrieve/pii/S0926580525005527","","2025-12","2025-11-21 08:10:48","2025-11-21 08:10:48","2025-11-21 08:10:48","106512","","","180","","Automation in Construction","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTDJ6AT5","journalArticle","2025","Peng, Haotian; Gao, Jie; Liu, Jiawei; Du, Jinsong; Wang, Wei","A unified rotating machinery health management framework leveraging large language models for diverse components, conditions, and tasks","Engineering Applications of Artificial Intelligence","","09521976","10.1016/j.engappai.2025.112544","https://linkinghub.elsevier.com/retrieve/pii/S0952197625025758","","2025-12","2025-11-21 08:10:49","2025-11-21 08:10:49","2025-11-21 08:10:49","112544","","","162","","Engineering Applications of Artificial Intelligence","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9N5A4NUS","conferencePaper","2025","Duan, Jinjian; Wang, Meiqing; Wu, Yunhan; Yang, YunHong; Su, Dexing; Lin, Qiu","Automated Question-Answer Pair Generation for Continuous Documentation in Chinese Domains","2025 5th International Conference on Artificial Intelligence, Big Data and Algorithms (CAIBDA)","979-8-3315-2664-1","","10.1109/CAIBDA65784.2025.11183001","https://ieeexplore.ieee.org/document/11183001/","","2025-06-20","2025-11-21 08:10:50","2025-11-21 08:10:50","2025-11-21 08:10:50","516-521","","","","","","","","","","","IEEE","Beijing, China","","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 5th International Conference on Artificial Intelligence, Big Data and Algorithms (CAIBDA)","","","","","","","","","","","","","","",""
"ST8VUE7H","journalArticle","2025","Li, Yuxuan; He, Zhen; He, Yingdong; Niu, Zhanwen; Li, An-Da","An adaptive online learning scheme for anomaly detection in IIoT data streams under varying operating conditions","International Journal of Production Research","","0020-7543, 1366-588X","10.1080/00207543.2025.2571209","https://www.tandfonline.com/doi/full/10.1080/00207543.2025.2571209","","2025-10-15","2025-11-21 08:10:50","2025-11-21 08:10:50","2025-11-21 08:10:50","1-27","","","","","International Journal of Production Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUTWIAQS","journalArticle","2025","Yang, Jiansen; Wang, Shengkun; Bai, Fan; Wei, Min; Sun, Xuan; Wang, Yan","Prior-Guided Residual Reinforcement Learning for Active Suspension Control","Machines","","2075-1702","10.3390/machines13110983","https://www.mdpi.com/2075-1702/13/11/983","Active suspension systems have gained significant attention for their capability to improve vehicle dynamics and energy efficiency. However, achieving consistent control performance under diverse and uncertain road conditions remains challenging. This paper proposes a prior-guided residual reinforcement learning framework for active suspension control. The approach integrates a Linear Quadratic Regulator (LQR) as a prior controller to ensure baseline stability, while an enhanced Twin Delayed Deep Deterministic Policy Gradient (TD3) algorithm learns the residual control policy to improve adaptability and robustness. Moreover, residual connections and Long Short-Term Memory (LSTM) layers are incorporated into the TD3 structure to enhance dynamic modeling and training stability. The simulation results demonstrate that the proposed method achieves better control performance than passive suspension, a standalone LQR, and conventional TD3 algorithms.","2025-10-24","2025-11-21 08:10:51","2025-11-21 08:10:51","2025-11-21 08:10:51","983","","11","13","","Machines","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KY9I52F8","journalArticle","2026","Wang, Shuyi; Fu, Yuguang; Kim, Jinwoo","Toward construction-specialized, small language models: The interplay of domain adaptation, model scale and data volume","Advanced Engineering Informatics","","14740346","10.1016/j.aei.2025.104035","https://linkinghub.elsevier.com/retrieve/pii/S1474034625009280","","2026-01","2025-11-21 08:10:52","2025-11-21 08:10:52","2025-11-21 08:10:52","104035","","","69","","Advanced Engineering Informatics","Toward construction-specialized, small language models","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PW8SCS34","journalArticle","2026","Kang, Rui; Zhu, Junxiang; Green, Stephen; Brilakis, Ioannis","Knowledge graphs for operational decision-making in industrial maintenance: A systematic review","Expert Systems with Applications","","09574174","10.1016/j.eswa.2025.130172","https://linkinghub.elsevier.com/retrieve/pii/S095741742503787X","","2026-03","2025-11-21 08:10:52","2025-11-21 08:10:52","2025-11-21 08:10:52","130172","","","299","","Expert Systems with Applications","Knowledge graphs for operational decision-making in industrial maintenance","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5HGS33D","journalArticle","2026","Zhang, Haochuan; Yang, Chunhua; Han, Jie; Qin, Liyang; Wang, Xiaoli","TempoGPT: Enhancing time series reasoning in multi-modal language model via quantizing embedding","Neurocomputing","","09252312","10.1016/j.neucom.2025.132035","https://linkinghub.elsevier.com/retrieve/pii/S0925231225027079","","2026-02","2025-11-21 08:10:53","2025-11-21 08:10:53","2025-11-21 08:10:53","132035","","","664","","Neurocomputing","TempoGPT","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TSSAV7C","journalArticle","2025","Lee, Junhyeong; Kim, Joon-Young; Kim, Heekyu; Lee, Inhyo; Ryu, Seunghwa","IM-Chat: A multi-agent LLM framework integrating tool-calling and diffusion modeling for knowledge transfer in injection molding industry","Journal of Manufacturing Systems","","02786125","10.1016/j.jmsy.2025.11.007","https://linkinghub.elsevier.com/retrieve/pii/S0278612525002687","","2025-12","2025-11-21 08:10:54","2025-11-21 08:10:54","2025-11-21 08:10:54","839-855","","","83","","Journal of Manufacturing Systems","IM-Chat","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342Y3L32","journalArticle","2025","Liu, Yue; Lo, Sin Kit; Lu, Qinghua; Zhu, Liming; Zhao, Dehai; Xu, Xiwei; Harrer, Stefan; Whittle, Jon","Agent design pattern catalogue: A collection of architectural patterns for foundation model based agents","Journal of Systems and Software","","01641212","10.1016/j.jss.2024.112278","https://linkinghub.elsevier.com/retrieve/pii/S0164121224003224","","2025-02","2025-11-21 08:10:55","2025-11-21 08:10:55","2025-11-21 08:10:55","112278","","","220","","Journal of Systems and Software","Agent design pattern catalogue","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZZJDAD2","conferencePaper","2024","Lu, Qinghua; Zhu, Liming; Xu, Xiwei; Xing, Zhenchang; Harrer, Stefan; Whittle, Jon","Towards Responsible Generative AI: A Reference Architecture for Designing Foundation Model Based Agents","2024 IEEE 21st International Conference on Software Architecture Companion (ICSA-C)","979-8-3503-6625-9","","10.1109/ICSA-C63560.2024.00028","https://ieeexplore.ieee.org/document/10628258/","","2024-06-04","2025-11-21 08:10:56","2025-11-21 08:10:56","2025-11-21 08:10:56","119-126","","","","","","Towards Responsible Generative AI","","","","","IEEE","Hyderabad, India","","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/QIVEZLR3/Lu et al. - 2024 - Towards Responsible Generative AI A Reference Architecture for Designing Foundation Model Based Age.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 21st International Conference on Software Architecture Companion (ICSA-C)","","","","","","","","","","","","","","",""
"ZV3RD8QB","conferencePaper","2024","Wang, Zexin; Li, Jianhui; Ma, Minghua; Li, Ze; Kang, Yu; Zhang, Chaoyun; Bansal, Chetan; Chintalapati, Murali; Rajmohan, Saravan; Lin, Qingwei; Zhang, Dongmei; Pei, Changhua; Xie, Gaogang","Large Language Models Can Provide Accurate and Interpretable Incident Triage","2024 IEEE 35th International Symposium on Software Reliability Engineering (ISSRE)","979-8-3503-5388-4","","10.1109/ISSRE62328.2024.00056","https://ieeexplore.ieee.org/document/10771420/","","2024-10-28","2025-11-21 08:10:56","2025-11-21 08:10:56","2025-11-21 08:10:56","523-534","","","","","","","","","","","IEEE","Tsukuba, Japan","","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 35th International Symposium on Software Reliability Engineering (ISSRE)","","","","","","","","","","","","","","",""
